codigo_sku,nome_peca,fabricante,quantidade_estoque,localizacao_corredor,preco_venda
SCR-27253-B,Bateria 60Ah NGK - Hilux,NGK,24,COR-13-A,958.04
SCR-75933-X,Vela de Ignição NGK - Compass,NGK,16,COR-17-A,620.52
SCR-99911-B,Bateria 60Ah Monroe - Hilux,Monroe,18,COR-12-A,1030.53
SCR-24160-B,Disco de Freio Cofap - Hilux,Cofap,29,COR-9-C,509.16
SCR-71709-B,Pastilha de Freio Magneti Marelli - Fiat Uno,Magneti Marelli,8,COR-12-C,433.44
SCR-21050-A,Palheta Magneti Marelli - Hilux,Magneti Marelli,106,COR-14-A,317.67
SCR-70951-B,Cabo de Vela Bosch - Gol G5,Bosch,13,COR-9-A,555.3
SCR-50820-X,Amortecedor Magneti Marelli - Civic,Magneti Marelli,25,COR-3-C,241.07
SCR-90937-X,Amortecedor Bosch - Civic,Bosch,150,COR-14-B,543.97
SCR-14841-A,Bomba d'Água Monroe - HB20,Monroe,149,COR-2-A,496.63
SCR-46428-B,Vela de Ignição Fram - Palio,Fram,41,COR-14-C,962.55
SCR-13487-A,Bateria 60Ah Nakata - Civic,Nakata,31,COR-7-A,516.47
SCR-98188-A,Correia Dentada Nakata - Hilux,Nakata,138,COR-17-C,234.16
SCR-96707-X,Vela de Ignição Cofap - Corolla,Cofap,141,COR-2-B,762.33
SCR-66211-X,Sensor de Oxigênio Fram - Civic,Fram,0,COR-13-C,218.24
SCR-34811-X,Lâmpada H4 NGK - Compass,NGK,96,COR-17-C,907.19
SCR-13246-B,Palheta NGK - Onix,NGK,88,COR-11-C,1057.07
SCR-31574-A,Amortecedor Monroe - Civic,Monroe,4,COR-7-B,867.22
SCR-91103-X,Junta Homocinética Fram - Onix,Fram,121,COR-4-B,317.28
SCR-31788-B,Junta Homocinética Fram - HB20,Fram,46,COR-1-A,1173.28
SCR-87159-X,Sensor de Oxigênio Cofap - Hilux,Cofap,76,COR-9-C,1023.54
SCR-15700-B,Cabo de Vela Cofap - HB20,Cofap,46,COR-4-A,29.03
SCR-88805-X,Bateria 60Ah Magneti Marelli - Palio,Magneti Marelli,10,COR-4-C,306.23
SCR-13042-B,Vela de Ignição NGK - Corolla,NGK,105,COR-13-A,845.35
SCR-19612-X,Correia Dentada NGK - Palio,NGK,112,COR-3-A,240.78
SCR-76165-X,Correia Dentada NGK - Onix,NGK,76,COR-11-A,271.44
SCR-39877-X,Junta Homocinética NGK - Fiat Uno,NGK,111,COR-11-A,207.97
SCR-32412-A,Pivô de Suspensão Moura - Compass,Moura,128,COR-1-C,163.63
SCR-99087-X,Lâmpada H4 Fram - HB20,Fram,43,COR-7-A,225.78
SCR-66461-X,Cabo de Vela NGK - Fiat Uno,NGK,68,COR-20-C,312.74
SCR-34693-B,Junta Homocinética Nakata - Onix,Nakata,76,COR-11-A,1058.94
SCR-96665-B,Pivô de Suspensão Monroe - Compass,Monroe,120,COR-17-C,15.83
SCR-95782-B,Palheta Fram - HB20,Fram,55,COR-12-C,1018.38
SCR-36959-A,Bateria 60Ah Moura - Hilux,Moura,24,COR-10-B,862.16
SCR-71691-A,Lâmpada H4 NGK - Hilux,NGK,31,COR-19-A,173.33
SCR-73602-A,Disco de Freio Magneti Marelli - Gol G5,Magneti Marelli,14,COR-14-C,505.81
SCR-56299-B,Amortecedor Monroe - Corolla,Monroe,30,COR-8-C,320.57
SCR-89542-X,Radiador Magneti Marelli - Civic,Magneti Marelli,33,COR-11-A,659.11
SCR-60415-B,Filtro de Óleo Magneti Marelli - Fiat Uno,Magneti Marelli,19,COR-14-A,826.04
SCR-35167-B,Cabo de Vela Magneti Marelli - Fiat Uno,Magneti Marelli,92,COR-20-A,1034.97
SCR-92934-X,Disco de Freio Cofap - Fiat Uno,Cofap,143,COR-5-C,1159.88
SCR-52923-A,Disco de Freio Moura - Gol G5,Moura,147,COR-4-C,232.39
SCR-36013-A,Bomba d'Água Bosch - Onix,Bosch,106,COR-2-C,571.98
SCR-93907-A,Sensor de Oxigênio Cofap - Civic,Cofap,47,COR-18-A,901.23
SCR-45284-A,Cabo de Vela Fram - Civic,Fram,148,COR-19-C,414.18
SCR-34361-A,Junta Homocinética Nakata - Corolla,Nakata,114,COR-1-A,1134.41
SCR-90101-X,Correia Dentada NGK - Civic,NGK,119,COR-6-A,693.56
SCR-51163-B,Junta Homocinética Cofap - Hilux,Cofap,111,COR-9-C,314.18
SCR-82400-B,Pivô de Suspensão Cofap - Gol G5,Cofap,85,COR-3-A,916.4
SCR-18126-B,Correia Dentada Nakata - Compass,Nakata,25,COR-5-B,923.49
SCR-58781-X,Palheta Nakata - Civic,Nakata,24,COR-1-C,786.15
SCR-33848-A,Vela de Ignição Bosch - Fiat Uno,Bosch,77,COR-11-C,788.15
SCR-22897-X,Palheta Nakata - Corolla,Nakata,55,COR-3-B,356.13
SCR-92714-A,Filtro de Óleo Moura - Palio,Moura,131,COR-12-A,101.85
SCR-79907-B,Pivô de Suspensão Nakata - HB20,Nakata,2,COR-5-B,1143.35
SCR-65704-X,Amortecedor Magneti Marelli - Gol G5,Magneti Marelli,95,COR-1-A,194.29
SCR-76092-X,Bateria 60Ah Nakata - Civic,Nakata,55,COR-15-C,709.01
SCR-85424-A,Bomba d'Água Monroe - Corolla,Monroe,3,COR-16-A,296.78
SCR-83128-A,Lâmpada H4 Fram - Gol G5,Fram,132,COR-8-A,1164.99
SCR-55960-B,Vela de Ignição Moura - Fiat Uno,Moura,133,COR-12-A,301.15
SCR-38661-B,Pivô de Suspensão NGK - Civic,NGK,132,COR-15-A,546.71
SCR-87111-X,Correia Dentada Monroe - Compass,Monroe,78,COR-5-B,943.57
SCR-35170-A,Correia Dentada NGK - HB20,NGK,64,COR-19-A,493.61
SCR-57406-X,Palheta Magneti Marelli - HB20,Magneti Marelli,14,COR-13-C,874.78
SCR-75860-A,Cabo de Vela Monroe - Civic,Monroe,74,COR-20-C,531.12
SCR-58793-X,Sensor de Oxigênio Cofap - Compass,Cofap,30,COR-3-C,808.05
SCR-71541-B,Radiador Nakata - Compass,Nakata,92,COR-11-C,582.18
SCR-42247-X,Disco de Freio Nakata - Compass,Nakata,53,COR-17-A,38.91
SCR-91341-A,Radiador NGK - Palio,NGK,121,COR-13-A,254.55
SCR-61876-X,Lâmpada H4 Nakata - Fiat Uno,Nakata,44,COR-15-B,677.73
SCR-38434-B,Junta Homocinética Moura - Hilux,Moura,87,COR-1-B,163.13
SCR-80697-B,Bateria 60Ah Cofap - Hilux,Cofap,50,COR-11-B,771.87
SCR-34819-A,Pivô de Suspensão Cofap - Compass,Cofap,16,COR-7-A,117.2
SCR-91080-B,Vela de Ignição Nakata - Corolla,Nakata,70,COR-10-A,179.54
SCR-25319-X,Filtro de Óleo Moura - Onix,Moura,41,COR-9-C,959.0
SCR-24062-A,Pastilha de Freio Cofap - Fiat Uno,Cofap,99,COR-8-B,1022.59
SCR-16070-A,Lâmpada H4 Monroe - Compass,Monroe,22,COR-4-B,781.56
SCR-66678-X,Pastilha de Freio Moura - Fiat Uno,Moura,18,COR-5-C,541.73
SCR-90467-A,Bomba d'Água Magneti Marelli - Fiat Uno,Magneti Marelli,84,COR-4-A,87.85
SCR-63050-X,Disco de Freio Fram - Onix,Fram,112,COR-10-A,792.33
SCR-90957-A,Junta Homocinética Monroe - Gol G5,Monroe,58,COR-7-B,1111.21
SCR-98652-X,Sensor de Oxigênio Monroe - Palio,Monroe,3,COR-9-C,942.79
SCR-49291-B,Amortecedor Bosch - Gol G5,Bosch,51,COR-1-C,882.4
SCR-46291-X,Bomba d'Água Fram - Fiat Uno,Fram,38,COR-10-C,1187.44
SCR-21058-A,Junta Homocinética Moura - Compass,Moura,101,COR-10-A,585.1
SCR-58412-B,Junta Homocinética Magneti Marelli - Compass,Magneti Marelli,102,COR-6-B,269.2
SCR-49014-B,Cabo de Vela Monroe - Palio,Monroe,78,COR-14-B,466.61
SCR-67145-B,Lâmpada H4 Magneti Marelli - Hilux,Magneti Marelli,95,COR-5-C,1182.91
SCR-64659-B,Pastilha de Freio NGK - Fiat Uno,NGK,81,COR-19-C,427.88
SCR-73879-X,Bateria 60Ah Magneti Marelli - Civic,Magneti Marelli,71,COR-9-C,740.81
SCR-93995-A,Disco de Freio Nakata - Fiat Uno,Nakata,12,COR-8-A,549.92
SCR-81809-B,Palheta Fram - HB20,Fram,28,COR-15-C,19.83
SCR-79931-A,Lâmpada H4 Moura - Onix,Moura,91,COR-4-C,188.95
SCR-17651-B,Filtro de Óleo NGK - Civic,NGK,64,COR-6-B,426.91
SCR-19063-B,Junta Homocinética NGK - HB20,NGK,119,COR-3-A,260.19
SCR-97790-X,Junta Homocinética Bosch - Onix,Bosch,132,COR-19-B,846.43
SCR-95496-A,Junta Homocinética Moura - Civic,Moura,56,COR-17-C,134.3
SCR-60692-A,Bomba d'Água NGK - HB20,NGK,85,COR-3-B,143.91
SCR-38657-B,Pastilha de Freio Fram - Onix,Fram,137,COR-12-C,324.31
SCR-67104-B,Lâmpada H4 Moura - Corolla,Moura,145,COR-18-B,623.57
SCR-62507-X,Radiador Monroe - Civic,Monroe,135,COR-8-C,619.65
SCR-66187-A,Cabo de Vela Magneti Marelli - Onix,Magneti Marelli,77,COR-5-B,907.15
SCR-52281-A,Pastilha de Freio Moura - Gol G5,Moura,137,COR-6-C,81.72
SCR-23534-A,Bateria 60Ah NGK - Gol G5,NGK,73,COR-12-C,822.37
SCR-37799-A,Sensor de Oxigênio Moura - Fiat Uno,Moura,32,COR-16-C,356.58
SCR-76811-X,Radiador Cofap - Fiat Uno,Cofap,64,COR-18-C,179.12
SCR-66394-B,Cabo de Vela Moura - Gol G5,Moura,112,COR-8-B,1186.73
SCR-28737-X,Vela de Ignição Nakata - Palio,Nakata,32,COR-1-B,512.08
SCR-96746-A,Vela de Ignição Moura - HB20,Moura,72,COR-19-B,696.47
SCR-81522-A,Bateria 60Ah Magneti Marelli - HB20,Magneti Marelli,120,COR-18-C,203.38
SCR-29778-X,Bateria 60Ah Magneti Marelli - Civic,Magneti Marelli,88,COR-12-C,643.26
SCR-80309-X,Lâmpada H4 Monroe - Hilux,Monroe,58,COR-15-A,376.92
SCR-41961-X,Vela de Ignição Bosch - Hilux,Bosch,137,COR-15-C,457.2
SCR-48065-X,Pastilha de Freio Bosch - Hilux,Bosch,43,COR-4-A,532.1
SCR-92750-A,Junta Homocinética Fram - Corolla,Fram,24,COR-12-C,210.04
SCR-52601-A,Disco de Freio Monroe - Corolla,Monroe,146,COR-17-A,673.07
SCR-83393-A,Junta Homocinética Monroe - HB20,Monroe,19,COR-15-A,802.49
SCR-17306-B,Vela de Ignição Cofap - Hilux,Cofap,76,COR-5-A,552.24
SCR-19907-A,Junta Homocinética Fram - Fiat Uno,Fram,26,COR-5-B,875.33
SCR-62465-X,Vela de Ignição Cofap - Civic,Cofap,121,COR-6-A,478.95
SCR-50437-X,Filtro de Óleo Moura - Fiat Uno,Moura,17,COR-16-A,544.72
SCR-30412-B,Vela de Ignição Monroe - Fiat Uno,Monroe,0,COR-6-B,1145.35
SCR-82897-A,Pivô de Suspensão Cofap - Compass,Cofap,88,COR-15-C,969.7
SCR-43919-B,Sensor de Oxigênio Nakata - Gol G5,Nakata,7,COR-2-A,258.37
SCR-22463-X,Bateria 60Ah Fram - Civic,Fram,22,COR-1-B,203.91
SCR-31488-X,Bomba d'Água Monroe - Gol G5,Monroe,71,COR-10-C,683.74
SCR-15901-A,Disco de Freio Bosch - Fiat Uno,Bosch,58,COR-7-B,121.02
SCR-80088-X,Cabo de Vela Cofap - Fiat Uno,Cofap,33,COR-13-A,763.85
SCR-65230-X,Pivô de Suspensão Monroe - Compass,Monroe,24,COR-13-B,326.12
SCR-64626-X,Amortecedor NGK - Compass,NGK,35,COR-7-B,283.39
SCR-43823-A,Cabo de Vela Cofap - Corolla,Cofap,46,COR-3-B,38.92
SCR-29023-X,Junta Homocinética Magneti Marelli - Compass,Magneti Marelli,145,COR-15-C,1093.92
SCR-45217-B,Sensor de Oxigênio Nakata - Hilux,Nakata,113,COR-12-B,1147.29
SCR-68560-A,Pivô de Suspensão Bosch - Compass,Bosch,33,COR-2-B,26.52
SCR-38019-A,Bateria 60Ah Magneti Marelli - Palio,Magneti Marelli,40,COR-12-A,690.56
SCR-77721-B,Vela de Ignição Cofap - Compass,Cofap,145,COR-17-A,821.38
SCR-58217-X,Lâmpada H4 Nakata - Corolla,Nakata,18,COR-16-C,357.32
SCR-54903-X,Correia Dentada Fram - Compass,Fram,117,COR-6-B,102.44
SCR-53369-B,Bomba d'Água Moura - Civic,Moura,35,COR-11-A,80.51
SCR-70080-B,Cabo de Vela Magneti Marelli - Gol G5,Magneti Marelli,106,COR-9-C,64.95
SCR-58559-X,Pivô de Suspensão Fram - Civic,Fram,86,COR-10-A,638.23
SCR-75210-X,Palheta Moura - Palio,Moura,87,COR-16-C,205.01
SCR-14360-A,Disco de Freio NGK - Corolla,NGK,80,COR-15-B,353.48
SCR-39719-X,Filtro de Óleo Bosch - Fiat Uno,Bosch,149,COR-18-A,620.78
SCR-52885-X,Bateria 60Ah NGK - Hilux,NGK,42,COR-17-A,381.19
SCR-93871-A,Disco de Freio Moura - HB20,Moura,140,COR-2-A,881.39
SCR-17235-A,Vela de Ignição NGK - Compass,NGK,116,COR-20-C,814.9
SCR-16312-B,Sensor de Oxigênio Moura - Onix,Moura,13,COR-11-C,17.11
SCR-85986-B,Lâmpada H4 Bosch - Fiat Uno,Bosch,65,COR-2-B,709.56
SCR-13943-A,Disco de Freio Cofap - Palio,Cofap,97,COR-4-B,224.28
SCR-91060-B,Bateria 60Ah Nakata - Compass,Nakata,141,COR-18-A,863.14
SCR-33082-A,Vela de Ignição Nakata - Onix,Nakata,103,COR-7-A,919.98
SCR-26305-X,Vela de Ignição Moura - Compass,Moura,40,COR-17-C,1104.81
SCR-88390-B,Radiador Monroe - Fiat Uno,Monroe,106,COR-11-A,1141.78
SCR-42059-A,Cabo de Vela NGK - Hilux,NGK,110,COR-15-B,1149.45
SCR-92345-A,Palheta NGK - Palio,NGK,89,COR-19-A,53.81
SCR-41226-A,Filtro de Óleo NGK - Onix,NGK,53,COR-2-A,501.89
SCR-16997-X,Sensor de Oxigênio Fram - Compass,Fram,65,COR-17-A,28.42
SCR-31758-X,Filtro de Óleo Moura - HB20,Moura,22,COR-1-A,273.41
SCR-19976-X,Pastilha de Freio Cofap - Fiat Uno,Cofap,50,COR-18-C,53.59
SCR-61646-X,Filtro de Óleo Magneti Marelli - Gol G5,Magneti Marelli,49,COR-3-C,568.73
SCR-11452-A,Vela de Ignição NGK - Palio,NGK,48,COR-14-A,674.47
SCR-17528-X,Palheta Fram - Fiat Uno,Fram,60,COR-9-A,512.3
SCR-12185-B,Palheta Moura - Corolla,Moura,1,COR-11-C,275.8
SCR-85038-X,Filtro de Óleo Moura - Palio,Moura,104,COR-18-A,305.98
SCR-42798-X,Bomba d'Água Nakata - Civic,Nakata,89,COR-7-C,326.36
SCR-90086-A,Bomba d'Água Magneti Marelli - HB20,Magneti Marelli,81,COR-15-C,569.18
SCR-37434-A,Cabo de Vela Magneti Marelli - Gol G5,Magneti Marelli,133,COR-18-B,341.73
SCR-86324-B,Disco de Freio Fram - Gol G5,Fram,136,COR-5-B,723.32
SCR-90860-B,Bomba d'Água Nakata - Hilux,Nakata,100,COR-8-C,874.54
SCR-21433-X,Disco de Freio Bosch - Civic,Bosch,43,COR-2-A,732.08
SCR-92507-A,Pastilha de Freio Nakata - Onix,Nakata,146,COR-16-B,1018.15
SCR-85924-A,Cabo de Vela Bosch - Gol G5,Bosch,7,COR-13-C,126.9
SCR-88847-A,Disco de Freio Magneti Marelli - Gol G5,Magneti Marelli,64,COR-2-A,548.4
SCR-13476-B,Pivô de Suspensão Moura - Gol G5,Moura,82,COR-9-B,934.46
SCR-76269-X,Filtro de Óleo Nakata - Fiat Uno,Nakata,38,COR-6-A,810.11
SCR-95281-X,Pivô de Suspensão Monroe - Civic,Monroe,44,COR-7-B,945.58
SCR-46593-X,Correia Dentada Cofap - Corolla,Cofap,92,COR-13-C,1094.85
SCR-80785-A,Filtro de Óleo NGK - Civic,NGK,61,COR-6-A,973.47
SCR-42023-A,Pastilha de Freio Fram - HB20,Fram,85,COR-8-A,721.19
SCR-13500-A,Pastilha de Freio NGK - Compass,NGK,65,COR-10-A,793.52
SCR-60515-A,Palheta Magneti Marelli - HB20,Magneti Marelli,87,COR-15-B,815.92
SCR-16969-A,Disco de Freio Bosch - Gol G5,Bosch,142,COR-2-A,1149.54
SCR-50005-B,Filtro de Óleo Fram - Civic,Fram,32,COR-6-C,512.64
SCR-93233-A,Disco de Freio Fram - Fiat Uno,Fram,3,COR-16-B,323.25
SCR-82279-A,Radiador Fram - Hilux,Fram,20,COR-5-B,879.75
SCR-87101-X,Cabo de Vela Cofap - Compass,Cofap,80,COR-5-B,833.04
SCR-43209-A,Amortecedor Monroe - Onix,Monroe,147,COR-3-A,810.44
SCR-73287-A,Pastilha de Freio Nakata - Civic,Nakata,72,COR-5-B,1000.27
SCR-42976-A,Palheta Nakata - Onix,Nakata,114,COR-18-B,394.46
SCR-36342-A,Filtro de Óleo Fram - Compass,Fram,0,COR-18-B,112.14
SCR-94175-B,Cabo de Vela NGK - Fiat Uno,NGK,40,COR-18-C,465.66
SCR-24961-A,Cabo de Vela Moura - Civic,Moura,22,COR-20-A,265.12
SCR-91317-B,Bomba d'Água Cofap - Gol G5,Cofap,127,COR-17-C,69.41
SCR-79062-B,Amortecedor Bosch - Fiat Uno,Bosch,142,COR-15-A,781.89
SCR-14310-B,Amortecedor Bosch - HB20,Bosch,63,COR-12-C,909.22
SCR-20615-B,Amortecedor Monroe - Palio,Monroe,3,COR-18-C,42.85
SCR-10631-X,Cabo de Vela Cofap - Hilux,Cofap,55,COR-12-A,280.56
SCR-78302-B,Pivô de Suspensão Monroe - Fiat Uno,Monroe,120,COR-9-C,964.96
SCR-15666-X,Filtro de Óleo Moura - Corolla,Moura,67,COR-10-A,119.36
SCR-73114-B,Cabo de Vela Nakata - Civic,Nakata,2,COR-10-A,96.27
SCR-95684-X,Correia Dentada Nakata - Fiat Uno,Nakata,113,COR-7-A,836.2
SCR-79942-X,Radiador Moura - Hilux,Moura,6,COR-19-B,776.83
SCR-21570-B,Vela de Ignição Magneti Marelli - Compass,Magneti Marelli,71,COR-12-B,1046.42
SCR-48850-B,Radiador NGK - Gol G5,NGK,26,COR-7-C,123.87
SCR-94157-X,Amortecedor Magneti Marelli - Corolla,Magneti Marelli,144,COR-1-C,486.15
SCR-57376-A,Amortecedor Moura - Hilux,Moura,140,COR-17-A,237.42
SCR-48926-X,Radiador Cofap - Corolla,Cofap,7,COR-20-A,1017.32
SCR-40692-B,Bateria 60Ah Fram - Gol G5,Fram,150,COR-18-A,66.53
SCR-14723-X,Pastilha de Freio Magneti Marelli - Palio,Magneti Marelli,111,COR-17-C,837.9
SCR-43345-B,Palheta NGK - Onix,NGK,77,COR-19-B,999.02
SCR-63884-X,Lâmpada H4 Fram - Gol G5,Fram,55,COR-15-A,746.16
SCR-37232-X,Correia Dentada Monroe - Onix,Monroe,76,COR-3-B,185.16
SCR-45100-B,Sensor de Oxigênio Fram - Compass,Fram,55,COR-14-A,856.75
SCR-53594-B,Pastilha de Freio Nakata - Fiat Uno,Nakata,15,COR-11-C,108.18
SCR-85878-A,Junta Homocinética Nakata - Gol G5,Nakata,114,COR-15-C,1031.14
SCR-78559-A,Correia Dentada Moura - Compass,Moura,35,COR-6-A,34.95
SCR-24250-A,Vela de Ignição Bosch - Civic,Bosch,43,COR-1-C,30.26
SCR-19893-A,Correia Dentada Bosch - Hilux,Bosch,74,COR-13-A,1039.04
SCR-27551-A,Bomba d'Água Fram - Onix,Fram,58,COR-3-C,1053.36
SCR-49413-B,Radiador Bosch - Fiat Uno,Bosch,119,COR-8-B,894.84
SCR-92838-X,Sensor de Oxigênio Cofap - Corolla,Cofap,69,COR-5-B,940.06
SCR-86344-X,Bomba d'Água Moura - Hilux,Moura,105,COR-4-C,1021.32
SCR-70982-A,Junta Homocinética Fram - Gol G5,Fram,14,COR-19-A,1069.02
SCR-52838-A,Disco de Freio NGK - Corolla,NGK,130,COR-12-A,1061.79
SCR-47855-A,Correia Dentada Nakata - Onix,Nakata,148,COR-19-C,628.57
SCR-94435-B,Amortecedor Magneti Marelli - Gol G5,Magneti Marelli,138,COR-18-C,169.13
SCR-23841-A,Lâmpada H4 Bosch - Compass,Bosch,10,COR-10-B,669.7
SCR-40600-X,Palheta NGK - HB20,NGK,93,COR-20-A,496.26
SCR-13183-X,Bomba d'Água Nakata - Hilux,Nakata,58,COR-9-C,512.68
SCR-15825-A,Disco de Freio NGK - Corolla,NGK,112,COR-12-C,115.22
SCR-11840-B,Radiador Fram - Onix,Fram,97,COR-3-C,1020.64
SCR-85142-B,Bateria 60Ah Magneti Marelli - Civic,Magneti Marelli,13,COR-8-C,410.92
SCR-38752-X,Pastilha de Freio Fram - Onix,Fram,119,COR-8-C,333.89
SCR-14226-A,Palheta Monroe - Compass,Monroe,76,COR-7-B,854.07
SCR-38938-X,Radiador Bosch - Palio,Bosch,121,COR-6-A,53.06
SCR-29860-A,Pivô de Suspensão Moura - Hilux,Moura,28,COR-7-A,504.22
SCR-79893-X,Lâmpada H4 Nakata - Hilux,Nakata,97,COR-3-C,620.43
SCR-78927-A,Bomba d'Água Monroe - Corolla,Monroe,146,COR-11-A,588.64
SCR-69417-B,Cabo de Vela Bosch - Corolla,Bosch,111,COR-5-B,1060.42
SCR-51097-B,Correia Dentada Bosch - Compass,Bosch,74,COR-5-C,68.13
SCR-84071-A,Radiador Magneti Marelli - Gol G5,Magneti Marelli,62,COR-1-B,64.95
SCR-21227-B,Radiador Magneti Marelli - Compass,Magneti Marelli,8,COR-18-A,353.3
SCR-31611-B,Vela de Ignição NGK - Fiat Uno,NGK,15,COR-14-A,713.06
SCR-62411-A,Radiador Fram - Palio,Fram,24,COR-18-B,554.69
SCR-77488-B,Filtro de Óleo Magneti Marelli - Civic,Magneti Marelli,90,COR-16-C,1197.06
SCR-69431-B,Bateria 60Ah Moura - Onix,Moura,88,COR-13-A,317.67
SCR-21336-B,Bateria 60Ah Magneti Marelli - Corolla,Magneti Marelli,92,COR-11-A,763.65
SCR-80761-B,Cabo de Vela Monroe - Onix,Monroe,107,COR-13-C,293.89
SCR-95778-B,Disco de Freio Fram - Hilux,Fram,124,COR-1-B,884.89
SCR-19319-A,Bomba d'Água NGK - Corolla,NGK,93,COR-11-C,988.39
SCR-52631-X,Pastilha de Freio Cofap - Compass,Cofap,142,COR-6-C,913.82
SCR-24215-X,Lâmpada H4 Fram - Hilux,Fram,52,COR-4-C,846.29
SCR-35566-X,Sensor de Oxigênio Cofap - Compass,Cofap,82,COR-14-A,527.07
SCR-74728-A,Cabo de Vela Cofap - Gol G5,Cofap,27,COR-2-B,472.3
SCR-69333-B,Sensor de Oxigênio Magneti Marelli - Palio,Magneti Marelli,101,COR-3-B,1118.45
SCR-47919-B,Pastilha de Freio Monroe - Civic,Monroe,51,COR-12-C,1187.89
SCR-90511-X,Filtro de Óleo Monroe - Palio,Monroe,144,COR-18-B,399.81
SCR-26602-X,Bomba d'Água Cofap - Gol G5,Cofap,38,COR-3-A,733.09
SCR-92541-X,Cabo de Vela Monroe - Fiat Uno,Monroe,104,COR-5-A,1166.08
SCR-13014-X,Correia Dentada Moura - Palio,Moura,133,COR-7-A,1018.39
SCR-22779-A,Bomba d'Água Bosch - Palio,Bosch,18,COR-10-A,727.8
SCR-58797-A,Bateria 60Ah Bosch - Palio,Bosch,37,COR-14-B,91.36
SCR-47148-X,Disco de Freio NGK - Gol G5,NGK,93,COR-7-A,526.35
SCR-21927-A,Correia Dentada Nakata - HB20,Nakata,39,COR-8-B,126.37
SCR-48173-A,Bateria 60Ah Nakata - Gol G5,Nakata,50,COR-1-C,1023.91
SCR-46004-A,Amortecedor Cofap - Fiat Uno,Cofap,140,COR-12-B,1108.51
SCR-79982-A,Pivô de Suspensão Monroe - HB20,Monroe,4,COR-13-A,1060.3
SCR-84369-X,Palheta NGK - Hilux,NGK,98,COR-20-B,1194.83
SCR-98161-A,Amortecedor Fram - Corolla,Fram,130,COR-17-A,22.85
SCR-37289-B,Junta Homocinética Moura - Onix,Moura,23,COR-15-C,822.41
SCR-59587-B,Bateria 60Ah Monroe - Hilux,Monroe,135,COR-12-C,519.14
SCR-60014-A,Pivô de Suspensão Bosch - Corolla,Bosch,23,COR-4-C,882.55
SCR-31265-B,Vela de Ignição Monroe - Civic,Monroe,61,COR-20-A,454.29
SCR-48068-A,Junta Homocinética Moura - Hilux,Moura,49,COR-5-A,1123.44
SCR-99510-X,Filtro de Óleo Magneti Marelli - HB20,Magneti Marelli,32,COR-13-A,1073.78
SCR-81871-A,Pastilha de Freio Moura - Corolla,Moura,107,COR-8-C,1156.22
SCR-58239-X,Lâmpada H4 Magneti Marelli - Hilux,Magneti Marelli,113,COR-15-C,740.24
SCR-36425-B,Sensor de Oxigênio Fram - Civic,Fram,108,COR-18-B,344.82
SCR-22867-A,Cabo de Vela Magneti Marelli - Onix,Magneti Marelli,33,COR-13-C,979.3
SCR-87065-X,Bomba d'Água Cofap - Onix,Cofap,117,COR-12-C,714.06
SCR-68334-X,Cabo de Vela Nakata - HB20,Nakata,131,COR-3-A,1015.74
SCR-52239-X,Filtro de Óleo Magneti Marelli - Palio,Magneti Marelli,4,COR-2-B,434.67
SCR-24814-B,Correia Dentada Monroe - Hilux,Monroe,92,COR-4-A,1147.46
SCR-19654-A,Disco de Freio Moura - Gol G5,Moura,35,COR-4-C,680.8
SCR-88242-A,Bateria 60Ah Magneti Marelli - HB20,Magneti Marelli,108,COR-3-B,259.89
SCR-30952-X,Bomba d'Água Moura - Gol G5,Moura,143,COR-3-C,744.49
SCR-77305-B,Disco de Freio Moura - Palio,Moura,135,COR-17-C,888.5
SCR-80647-A,Filtro de Óleo Bosch - Hilux,Bosch,56,COR-16-C,914.67
SCR-92021-X,Lâmpada H4 NGK - Compass,NGK,58,COR-16-C,154.11
SCR-76558-A,Pastilha de Freio Cofap - Gol G5,Cofap,127,COR-20-C,330.26
SCR-92668-B,Disco de Freio Magneti Marelli - Gol G5,Magneti Marelli,62,COR-5-C,1171.18
SCR-44729-X,Lâmpada H4 Bosch - Gol G5,Bosch,1,COR-7-C,389.72
SCR-11581-A,Lâmpada H4 Nakata - Fiat Uno,Nakata,34,COR-17-A,686.65
SCR-50961-A,Bomba d'Água Moura - Gol G5,Moura,140,COR-4-C,1129.67
SCR-66872-A,Junta Homocinética Cofap - Compass,Cofap,143,COR-7-C,613.22
SCR-95273-B,Lâmpada H4 Magneti Marelli - Palio,Magneti Marelli,146,COR-16-B,834.58
SCR-81473-X,Lâmpada H4 Bosch - Corolla,Bosch,70,COR-1-C,870.34
SCR-33393-B,Sensor de Oxigênio Magneti Marelli - Corolla,Magneti Marelli,9,COR-11-C,302.52
SCR-75162-X,Pastilha de Freio Moura - Gol G5,Moura,66,COR-6-B,822.92
SCR-60568-B,Filtro de Óleo Magneti Marelli - Corolla,Magneti Marelli,4,COR-17-C,1062.21
SCR-17536-A,Palheta Nakata - HB20,Nakata,54,COR-12-A,1113.29
SCR-84857-B,Bateria 60Ah NGK - Palio,NGK,121,COR-14-B,389.42
SCR-89433-A,Pastilha de Freio Cofap - Palio,Cofap,93,COR-3-B,274.91
SCR-39648-A,Filtro de Óleo NGK - Hilux,NGK,48,COR-8-B,35.68
SCR-88111-A,Correia Dentada Cofap - HB20,Cofap,5,COR-16-C,551.42
SCR-22257-A,Bateria 60Ah NGK - Compass,NGK,47,COR-13-C,1027.74
